Distance,Time,yyyy-mm-dd_HH-MM-SS
5900.461,449.6388,2024-07-16_21-34-29
5992.981,450.4103,2024-07-16_21-34-29
6052.9731,451.1664,2024-07-16_21-34-30
6022.9929,451.9335,2024-07-16_21-34-31
6081.4052,452.7002,2024-07-16_21-34-32
6086.1923,453.481,2024-07-16_21-34-32
6088.5399,454.2422,2024-07-16_21-34-33
6123.3106,455.0002,2024-07-16_21-34-34
6151.7325,455.7699,2024-07-16_21-34-35
6166.8312,456.5464,2024-07-16_21-34-35
6169.2763,457.3057,2024-07-16_21-34-36
6149.5026,458.0772,2024-07-16_21-34-37
6101.4009,458.8342,2024-07-16_21-34-38
6168.9222,459.6057,2024-07-16_21-34-38
6138.9411,460.3756,2024-07-16_21-34-39
6145.0245,461.1335,2024-07-16_21-34-40
6131.1638,461.905,2024-07-16_21-34-41
6104.4352,462.6785,2024-07-16_21-34-42
6169.4231,463.4345,2024-07-16_21-34-42
6112.9238,464.2061,2024-07-16_21-34-43
6050.4786,464.9636,2024-07-16_21-34-44
6014.0584,465.735,2024-07-16_21-34-45
6049.2135,466.5035,2024-07-16_21-34-45
5988.8469,467.2726,2024-07-16_21-34-46
6001.9303,468.0302,2024-07-16_21-34-47
6018.7083,468.8057,2024-07-16_21-34-48
5981.1194,469.5782,2024-07-16_21-34-48
5975.2141,470.3338,2024-07-16_21-34-49
5950.8444,471.1083,2024-07-16_21-34-50
5965.3411,471.8673,2024-07-16_21-34-51
5967.9455,472.6373,2024-07-16_21-34-52
6005.9441,473.3996,2024-07-16_21-34-52
5942.2977,474.1748,2024-07-16_21-34-53
5939.5258,474.9334,2024-07-16_21-34-54
5934.4593,475.7047,2024-07-16_21-34-55
5900.0017,476.466,2024-07-16_21-34-55
5877.2016,477.2361,2024-07-16_21-34-56
5850.5314,478.0094,2024-07-16_21-34-57
5795.7902,478.7624,2024-07-16_21-34-58
5743.408,479.538,2024-07-16_21-34-58
5639.826,480.3088,2024-07-16_21-34-59
5730.4168,481.0762,2024-07-16_21-35-00
5741.9395,481.8409,2024-07-16_21-35-01
5861.4129,482.5952,2024-07-16_21-35-01
6184.3147,483.3662,2024-07-16_21-35-02
5296.4257,484.1407,2024-07-16_21-35-03
5112.5252,484.8997,2024-07-16_21-35-04
5038.5312,485.6716,2024-07-16_21-35-05
4989.7445,486.4316,2024-07-16_21-35-05
4880.3286,487.2031,2024-07-16_21-35-06
4863.9812,487.9764,2024-07-16_21-35-07
4896.6423,488.7339,2024-07-16_21-35-08
4829.654,489.5055,2024-07-16_21-35-08
4786.792,490.2746,2024-07-16_21-35-09
4775.3701,491.0395,2024-07-16_21-35-10
